,Ids,Employer,Name,Salary,From,To,Experience,Schedule,Keys,Description
6383,84356081,Рамакс,Разработчик Битрикс24,False,,,От 1 года до 3 лет,Удаленная работа,"['git', '1с-битрикс', 'ооп', 'php', 'ajax', 'soap', 'битрикс24', 'bitrix', 'rest', 'html', 'mysql', 'css', 'js', 'jquery', 'bitrix24', 'html/css']",bi crm sap 1с битрикс24 битрикс24 битрикс24 документация bitrix битрикс24 битрикс php mysql html css scss js ajax ооп git rest soap vue js jquery gulp webpack laravel symfony ооп api https
6384,88186192,ФЛАУВАУ,Senior PHP developer (remote),False,,,От 3 до 6 лет,Удаленная работа,,маркетплейс php автоматизация devops php автоматизация devops docker kubernetes документация
6385,87738250,DDPlanet,Разработчик Битрикс24 (Middle),False,,,От 1 года до 3 лет,Гибкий график,"['mysql', 'orm', 'bitrix', 'git', 'php', 'html', 'css', 'javascript', 'jquery', 'php7', 'api', 'd7']",битрикс php7 mysql bitrix24 d7 bitrix bitrix rest api orm git аудит битрикс24 отчётность azure devops архитектура планирование битрикс24 битрикс24 документация
6386,87587890,Финансовый,Разработчик / специалист по сопровождению порталов Битрикс 24,True,43500.0,78300.0,От 1 года до 3 лет,Полный день,"['html', 'php', 'mysql', 'javascript', 'git']",битрикс24 вёрстка вёрстка sql orm api управление html css javascript react php mysql битрикс битрикс24 d7 bitrix d7 orm api rest soap git
6387,88091833,Ёлва,Разработчик Битрикс24,False,,,От 1 года до 3 лет,Удаленная работа,"['1с-битрикс', 'php', 'javascript', 'sql']",1с битрикс crm bpm битрикс24 bi автоматизация fmcg php solid orm composer d7 git vue solid битрикс24 битрикс24 битрикс24 битрикс24 bitrix24 js js ооп php js bitrix битрикс ответственность планирование
6388,87821247,Тим,Разработчик Битрикс 24,False,,,От 1 года до 3 лет,Удаленная работа,"['1с-битрикс', 'javascript', 'mysql', 'php', 'html5', 'bitrix24']",автоматизация автоматизация php mysql html5 css3 javascript bitrix d7 rest api битрикс24 битрикс24 1с битрикс планирование битрикс24 битрикс24
6389,88502673,ВМГ,Программист HostCMS,False,,,От 1 года до 3 лет,Удаленная работа,"['html', 'css', 'javascript', 'jquery', 'git', 'php', 'xml/xslt']",администрирование php ооп html5 css3 sass javascript jquery git
6390,88755422,Первый,Программист Bitrix24( удаленно)/Ведущий разработчик Битрикс 24,False,,,От 3 до 6 лет,Удаленная работа,"['git', 'php']",1с битрикс enterprise документация sql js html git ооп d7 orm d7 документация битрикс битрикс24 битрикс crm
6391,87003554,Яндекс,Автор курса «PHP-разработчик»,False,,,От 3 до 6 лет,Гибкий график,"['php', 'html', 'css', 'laravel']",php php вёрстка php laravel html css php rest api алгоритм solid dry laravel phpunit виртуализация miro figma
6392,79703020,Notamedia,Разработчик Битрикс24,False,,,От 3 до 6 лет,Удаленная работа,"['битрикс24', 'ооп', 'php', 'git']",битрикс24 middle senior bitrix php vue js react js javascript postgresql rest soap автоматизация битрикс24 битрикс24 excel rest битрикс24 crm php mysql git документация битрикс ооп d7
6393,87944930,Bewise,Python разработчик (Junior),True,,52200.0,От 1 года до 3 лет,Удаленная работа,"['python', 'http', 'docker-compose', 'sqlalchemy']",python sql sqlalchemy fastapi flask http rest git linux bash docker
6394,89035627,Mediascope,Младший аналитик данных,False,,,Нет опыта,Полный день,"['sql', 'python']",телевидение sql python spark hive clickhouse confluence документация dwh sql python excel spark web экологичность
6395,88254336,e,Junior Backend Developer (Python),True,50000.0,70000.0,Нет опыта,Гибкий график,"['python', 'fastapi', 'sql']",saas маркетплейс архитектура ответственность маркетплейс python fastapi sql clickhouse архитектура
6396,88521690,Эйс,Python Backend Developer,True,80000.0,,От 1 года до 3 лет,Полный день,"['python', 'linux', 'flask', 'api', 'git', 'mongodb']",backend маркетплейс python rest api frontend python mongodb rest api flask python docker mongodb linux docker python
6397,87868794,Twinby,Инженер данных (Python),False,,,От 1 года до 3 лет,Удаленная работа,"['sql', 'redis', 'gitlab', 'python', 'devops', 'docker', 'kubernetes', 'cockroachdb']",python python django rest api sql redis gitlab clickhouse управление devops docker kubernetes jira cockroachdb etl python управление clickhouse субд управление управление sql тз
6398,88320888,Делаем,Middle React Developer,True,68823.0,103235.0,От 1 года до 3 лет,Полный день,,b2b saas middle frontend react typescript ui mui redux самостоятельность typescript react vite redux mui scss ui ux python highload
6399,89012727,СФЕРА,Backend Developer (Python/Django),False,,,От 1 года до 3 лет,Полный день,"['python', 'django', 'postgresql', 'git', 'docker', 'redis', 'celery']",python django django orm sql celery redis git pytest postgresql mysql docker kubernetes kubernetes agile scrum kanban django архитектура api
6400,87913017,Гроссбит,Python Разработчик,True,70000.0,100000.0,От 1 года до 3 лет,Полный день,"['python', 'postgresql', 'redis', 'docker', 'nginx', 'aiohttp', 'django', 'backend']",python алгоритм backend django fastapi git
6401,89039081,ГРЧЦ,Python разработчик (django),False,,,От 1 года до 3 лет,Полный день,['python'],python django архитектура субд postgresql api тестирование django тестирование postgresql
6402,88925330,Diasoft,Разработчик Python,False,,,От 1 года до 3 лет,Полный день,,управление postgresql c управление python python управление виртуализация управление управление python архитектура python rest api postgresql linux pytest docker тестирование
6403,89005634,ГКУ,Аналитик,True,143500.0,,От 1 года до 3 лет,Полный день,['python'],руководитель планирование прогнозирование sku автоматизация erp тестирование erp erp визуализация bi bi 1с erp тз excel python pandas r прогнозирование bi bi dax
6404,88874850,SberTech,Python разработчик,False,,,От 1 года до 3 лет,Полный день,"['python', 'fastapi', 'sphinx', 'latex', 'docker', 'sql', 'pandoc', 'vale']",автоматизация документация документация python sphinx pandoc vale fastapi docker k8s helm архитектура страхование страхование
6405,88652170,ДиБиЭс,Junior python разработчик,False,,,От 1 года до 3 лет,Полный день,"['python', 'linux', 'api', 'git', 'субд']",python api sql api api api git git тестирование тестирование python django python python linux linux api api rest git git sql страхование
6406,88793320,Аналитический,Аналитик данных,False,,,От 1 года до 3 лет,Полный день,"['аналитика', 'python']",моделирование визуализация дашборд руководитель управление bi
6407,88850222,KTS,Python разработчик,True,,100000.0,От 1 года до 3 лет,Удаленная работа,"['python', 'django', 'aiohttp', 'docker', 'postgresql', 'kubernetes', 'mongodb']",b2b web python python asyncio aiohttp django rabbit postgresql kubernetes python django aiohttp fastapi postgresql docker mongodb api
6408,88956774,Okko,Аналитик данных (Content),False,,,От 1 года до 3 лет,Полный день,"['python', 'sql']",middle статистика статистика python sql обучаемость
6409,88385305,Осм,Программист Python (удаленно),False,,,От 1 года до 3 лет,Удаленная работа,"['python', 'postgresql', 'fastapi', 'linux', 'sql', 'numpy', 'pandas']",python python python django fastapi postgresql rest api linux pandas numpy clickhouse
6410,88769370,Heaad,Разработчик python,True,104400.0,139200.0,От 1 года до 3 лет,Полный день,['python'],python api kafka agile django
6411,88590361,MarPla,Python Data Engineer,True,158215.0,276876.0,От 3 до 6 лет,Удаленная работа,"['python', 'postgresql', 'asyncio', 'gitflow', 'soap', 'rest']",web rest микросервис api python sanic flask fastapi архитектура asyncio redis rabbit mq docker soap web rest gitflow postgresql mysql ооп dry
6412,89019934,Сириус,Аналитик,True,,100000.0,От 1 года до 3 лет,Удаленная работа,"['аналитика', 'прогнозирование']",excel автоматизация отчётность отчётность excel статистика excel формула 1с управление визуализация визуализация sql python внимательность
6413,88761220,Рекламные,Backend Python Developer,True,100000.0,200000.0,От 1 года до 3 лет,Удаленная работа,"['python', 'postgresql', 'docker', 'poetry', 'celery']",python django django rest postgresql poetry celery docker python
6414,88111282,Баунэт,Middle+/Senior Python Django разработчик (удаленно),True,,280000.0,От 3 до 6 лет,Удаленная работа,,маркетплейс python python django postgresql python pytest django drf postgresql celery redis rabbitmq devops docker ci cd bash планирование jira gitlab figma sentry
6415,87358168,Деловые,Стажер (Аналитика больших данных и аудит процессов ИТ),False,,,Нет опыта,Гибкий график,,аудит управление аудит руководитель управление bi tableau qlik python r sql мотивация ответственность
6416,88931071,Ростелеком,Разработчик Python,False,,,От 1 года до 3 лет,Удаленная работа,"['python', 'pycharm', 'rpa', 'vba', 'linux', 'bash', 'devtools']",python документация rpa python python telegram автоматизация 1с vba devtools ос linux bash powershell pycharm jira confluence
6417,88584390,DSM,Младший аналитик (IT-компания),True,,54350.0,Нет опыта,Полный день,"['sql', 'vba', 'python', 'r']",аудит моделирование r excel sql excel впр vba sql python sql oracle sql r
6418,88919834,РЕСО,Junior Data Analyst,False,,,Нет опыта,Полный день,,страхование страхование sql sql r python статистика страхование
6419,88984784,Тинькофф,Бизнес-аналитик,False,,,Нет опыта,Полный день,,тз sql python страхование
6420,88950496,Lofty,Аналитик данных,True,70000.0,100000.0,От 1 года до 3 лет,Полный день,"['sql', 'аналитика', 'grafana']",com api xml таргетинг sql sql grafana визуализация python pandas numpy matplotlib документация excel
6421,88229401,Анлимитед,Python developer (remote),False,,,От 1 года до 3 лет,Удаленная работа,"['python', 'linux', 'redis', 'git', 'fastapi']",express коммуникация коммуникация мобильность python python fastapi python sqlalchemy redis docker linux python fastapi aiohttp web django flask ооп git jira ci cd qa
6422,87206049,Азбука,Аналитик складской логистики,True,143550.0,,От 1 года до 3 лет,Полный день,"['python', 'vba', 'sql', 'wms']",логистика отчётность sql администрирование логистика sql python логистика
6423,88233548,Caltat,Стажер-Аналитик / Junior Analyst,False,,,Нет опыта,Полный день,['sql'],статистика sql python
6424,88905429,Lexicom,Middle Backend Python программист,False,,,От 1 года до 3 лет,Удаленная работа,"['python', 'mongodb', 'swagger', 'fastapi', 'rest', 'git', 'sql']",python rest api soap архитектура python fastapi swagger postgresql mysql mongodb elasticsearch тестирование fastapi
6425,88830958,Общественная,Главный аналитик,False,,,От 3 до 6 лет,Полный день,['python'],руководитель управление управление управление управление планирование excel формула визуализация r python субд sql
6426,88699579,МТС,Стажер (Data analyst),False,,,От 1 года до 3 лет,Полный день,"['sql', 'python', 'bi']",дашборд мошенничество python pandas numpy sql git airflow excel bi tableau qlik apache superset rpa страхование страхование
6427,88955097,Платформа,Backend-разработчик,False,,,От 1 года до 3 лет,Удаленная работа,"['python', 'fastapi', 'postgresql', 'swagger', 'postman', 'dbeaver', 'docker', 'git']",тестирование backend backend web python rest api flask fastapi api sql backend backend python python fastapi postgresql swagger postman dbeaver docker gitlab ci git rest api git gitlab ci
6428,88880310,Инспектор,Разработчик Python,True,120000.0,200000.0,От 3 до 6 лет,Удаленная работа,"['python', 'postgresql']",python django saas python django django rest pandas tensorflow pytorch postgresql devops cd docker kubernetes react android ios gitlab devops devops python django sql rest saas
6429,87838058,ProfiStaff,Разработчик Python (junior),False,,,От 1 года до 3 лет,Полный день,,python backend python git aiohttp django mongodb elasticsearch rabbitmq frontend docker backend api web архитектура
6430,88972172,Онлайн,Middle django-разработчик (Удаленно),True,120000.0,,От 1 года до 3 лет,Удаленная работа,"['drf', 'rambitmq', 'docker', 'flask']",api python django rest docker git sql rambitmq redis fastapi
6431,88817250,Эко,Middle/Middle+ Backend разработчик (Python),True,130000.0,,От 3 до 6 лет,Полный день,,python backend rest api django rest ui spa vue postgresql python django django rest rest api grpc soap dry solid postgresql web rabbitmq celery kafka docker ci cd ответственность jira confluence gitlab backend api python api архитектура планирование
6432,89035155,ЭКСПО,Разработчик (Python developer),False,,,От 1 года до 3 лет,Полный день,['python'],автоматизация автоматизация архитектура python ооп postgresql celery redis rabbit mq api
6433,87994667,МТС,Младший продуктовый аналитик,False,,,Нет опыта,Полный день,"['sql', 'oracle', 'tableau']",статистика sql excel впр python bi clickhouse oracle scrum kanban
6434,88408943,Щербин,Python-разработчик (Junior),True,60000.0,80000.0,От 1 года до 3 лет,Удаленная работа,"['python', 'git', 'postgresql']",нейросеть python python python postgresql git docker api api
6435,88840918,АВ,Программист Python,True,,300000.0,От 1 года до 3 лет,Полный день,"['python', 'flask', 'git', 'docker', 'linux']",python микросервис api ооп flask docker rabbitmq git ответственность субд ci cd
6436,88721005,Программный,Python разработчик,False,,,От 1 года до 3 лет,Полный день,,архитектура python spark pyspark scala sql hadoop airflow статистика страхование
6437,88893015,Банк,Разработчик на ЯП Python 3,False,,,От 1 года до 3 лет,Полный день,,микросервис python тестирование администрирование документация python asyncio linux oracle linux sql
6438,88502201,КБ,ГИС аналитик / GIS analyst,False,,,От 1 года до 3 лет,Полный день,"['arcgis', 'qgis']",моделирование визуализация автоматизация гис гис гис гис arcgis автоматизация python arcgis enterprise sql etl планирование управление
6439,88054843,ВкусВилл,"Аналитик данных / Data scientist, удаленно",False,,,От 1 года до 3 лет,Удаленная работа,,тз hoc sql python статистика sql clickhouse gitlab bi самостоятельность
6440,88941764,Ozon,"Разработчик Python, Направление базовой инфраструктуры",False,,,От 1 года до 3 лет,Полный день,"['python', 'linux', 'fastapi', 'django', 'ит', 'it']",автоматизация управление автоматизация управление документация python fastapi django linux postgresql redis clickhouse kubernetes prometheus дашборд grafana
6441,88177566,Мухаметов,Программист Python,True,,65000.0,От 1 года до 3 лет,Удаленная работа,"['python', 'css', 'aiohttp', 'api', 'asana', 'telegram', 'html/css', 'коммуникация', 'postgresql', 'git', 'kubernetes']",python aiohttp управление postgresql api css telegram планирование asana python aiohttp kubernetes postgresql api css коммуникация telegram asana ai
6442,88847522,ФГУП,Веб-разработчик,True,130500.0,217500.0,От 1 года до 3 лет,Полный день,"['python', 'react', 'fastapi']",python ух postgres ух ооп api
6443,88876084,Медиапоинт,Аналитик SQL,False,,,От 1 года до 3 лет,Удаленная работа,"['sql', 'фрод-кейсы', 'отчетность', 'clickhouse', 'антифрод', 'мошенничество']",антифрод мошенничество автоматизация отчётность python excel sql clickhouse postgresql mysql bi
6444,88467313,Кадровое,Python разработчик (middle),True,180000.0,250000.0,От 3 до 6 лет,Удаленная работа,"['python', 'django', 'sql', 'docker']",логистика планирование python api django rabbitmq docker docker compose redis postgresql
6445,88811102,Ozon,Стажёр-аналитик,False,,,Нет опыта,Полный день,"['sql', 'python']",sql python pandas numpy clickhouse vertica визуализация bi tableau powerbi superset
6446,88846835,А,Аналитик,True,100000.0,,От 1 года до 3 лет,Удаленная работа,"['sql', 'аналитика']",sql визуализация дашборд автоматизация отчётность отчётность xml excel формула sql mysql mssql postgresql python json xml
6447,87450005,OptiTeam,Junior Analyst (Младший Аналитик),False,,,Нет опыта,Полный день,,автоматизация планирование прогнозирование бюджетирование управление планирование моделирование excel excel моделирование anaplan планирование excel excel excel vba sql python моделирование cognos oracle sap
6448,88919738,РЕСО,Младший продуктовый аналитик,False,,,Нет опыта,Полный день,,страхование страхование sql sql r python статистика страхование
6449,88815197,Делимобиль,Аналитик данных в команду маркетинга,False,,,От 1 года до 3 лет,Полный день,,коммуникация crm bi коммуникация bi sql python закупка
6450,88837074,ВкусВилл,Lead Product Analyst/Лид продуктовых аналитиков/удаленно,True,300000.0,,От 3 до 6 лет,Гибкий график,"['sql', 'python', 'бизнес-анализ', 'spark']",управление bi dwh web sql postgresql sql python bi bi ssrs spark самостоятельность
6452,88516979,Первый,"Python backend разработчик (middle +, senior)",True,104400.0,174000.0,От 3 до 6 лет,Удаленная работа,"['python', 'git', 'postgresql']",автоматизация python django flask api git react vue angular linux docker sql ответственность ubuntu docker nginx postgres rabbitmq celery python django react prometheus grafana airflow
6453,88649933,O,Python Backend Developer,True,110000.0,,От 1 года до 3 лет,Удаленная работа,"['python', 'postgresql', 'redis', 'docker', 'django', 'celery']",автоматизация middle python backend архитектура архитектура документация документация django drf postgresql celery redis docker k8s django drf sql pytest api rest api
6454,88641736,Академия,Программист Python,True,,10000.0,От 1 года до 3 лет,Удаленная работа,,python python python python статистика
6455,88524866,Фрифлекс,Разработчик Python (Django / FastAPI / Flask),True,120000.0,,От 3 до 6 лет,Полный день,"['python', 'git', 'sql', 'fastapi', 'flask', 'rest', 'django', 'ооп', 'backend', 'microservices', 'api']",django com api api руководитель тестирование python django fastapi sql postgresql mysql orm django orm rest api http rest json алгоритм git
6456,88394182,WhoIsBlogger,Junior Data Analyst / Data Analyst,True,60000.0,120000.0,От 1 года до 3 лет,Удаленная работа,"['sql', 'git']",алгоритм fmcg retail коммуникация sql sql документация confluence jira коммуникация sql ответственность внимательность усидчивость sql presto hive sql aws excel python pandas matplotlib jira confluence jenkins aws azure
6457,88173279,Аквариус,Аналитик закупок и логистики,False,,,От 1 года до 3 лет,Полный день,"['python', 'sql']",закупка логистика закупка отчётность отчётность 1с erp 1с закупка 1с 1с erp 1с управление excel формула впр bi bi битрикс jira sql postgres субд python закупка логистика ответственность внимательность многозадачность руководитель
6458,88979575,Finstar,Analyst (уклон в Bi),True,158215.0,,От 1 года до 3 лет,Полный день,['sql'],bi отчётность архитектура dwh отчётность bi автоматизация sql sql python автоматизация etl bi bi sql sql мотивация
6459,84963550,Lamoda,Аналитик данных (Cashback),False,,,От 1 года до 3 лет,Полный день,"['python', 'sql', 'аналитика']",моделирование прогнозирование автоматизация python отчётность отчётность hoc sql python excel формула
6919,73243080,Кадровое,Инженер-программист,True,,100000.0,Нет опыта,Полный день,"['python', 'sql']",администрирование асу scada sql
6920,87337325,Газпромбанк,Аналитик,False,,,Более 6 лет,Полный день,,документация документация управление управление sql impala python документация
6921,87927485,ГКУ,Аналитик по работе с данными,False,,,От 1 года до 3 лет,Полный день,"['sql', 'python', 'spark', 'r']",html sql python excel bi excel vba sql
6922,89009098,B2X,Аналитик рынка смазочных материалов,False,,,От 1 года до 3 лет,Полный день,"['python', 'sql']",excel визуализация excel sql python моделирование
6923,87959256,Яндекс,Старший аналитик в команду Академии Яндекса,False,,,От 3 до 6 лет,Полный день,,excel sql python визуализация автоматизация crm документация excel формула sql python автоматизация bi tableau excel автоматизация
6928,86680567,МЕТКОМБАНК,Программист-аналитик отдела экономического анализа ФЭД,False,,,От 1 года до 3 лет,Полный день,['прогнозирование'],прогнозирование прогнозирование тестирование api визуализация отчётность автоматизация визуализация excel sql python pandas matplotlib numpy
6930,88270624,ФГБУ,Заместитель начальника отдела прогнозирования,False,,,От 3 до 6 лет,Полный день,"['прогнозирование', 'vba', 'sql']",прогнозирование моделирование статистика прогнозирование прогнозирование sas r python excel bi
6931,87792825,Профилум,Преподаватель (Программирование на Python),False,,,От 1 года до 3 лет,Удаленная работа,['python'],pycharm коммуникация
6933,88335042,Samokat,Антифрод-аналитик,False,,,От 3 до 6 лет,Удаленная работа,"['sql', 'python']",мошенничество retail антифрод антифрод sql excel моделирование визуализация python
6934,88570648,Hello,Backend developer (middle+/senior),True,200000.0,350000.0,От 3 до 6 лет,Удаленная работа,,frontend qa python django drf celery sql rest api git python docker ci cd web asyncio
6935,86176947,РОСБАНК,Разработчик DWH,False,,,От 3 до 6 лет,Удаленная работа,"['dwh', 'greenplum', 'sql', 'airflow', 'hadoop']",управление dwh алгоритм greenplum airflow sql dwh greenplum postgresql oracle sql python hadoop отчётность страхование
6936,88285565,Lion,Pre-middle Data engineer,True,120000.0,200000.0,От 1 года до 3 лет,Удаленная работа,"['python', 'airflow', 'etl']",отчётность etl sql oracle clickhouse postgres python алгоритм ооп etl airflow архитектура документация jira
6937,85220285,АЙТИ,Python developer,True,,250000.0,От 1 года до 3 лет,Полный день,['python'],python алгоритм hoc python asyncio алгоритм sql nosql pandas pyspark архитектура тестирование docker kubernetes helm prometheus web
6938,88402839,АйТи,Разработчик Python Middle/Middle +,True,150000.0,280000.0,От 1 года до 3 лет,Полный день,"['python', 'linux']",https com python middle middle linux debian linux linux debian linux python python redis openssl git gitlab ci cd автоматизация ci cd sonarqube pytest selenium e2e vagrant vmware виртуализация jira confluence управление документация debian debian автоматизация python linux python redis mq linux http linux arm
6939,89048579,PARI,Data Analyst (CRM),False,,,От 1 года до 3 лет,Удаленная работа,"['python', 'tableau', 'sql', 'metabase', 'crm']",crm прогнозирование crm crm crm sql python tableau metabase
6940,88843115,GuruLeads,Аналитик,False,,,От 1 года до 3 лет,Полный день,"['sql', 'python']",визуализация тз отчётность тз алгоритм дашборд отчётность sql python bi ответственность
6941,70052938,Группа,Разработчик Python (ALD),False,,,От 3 до 6 лет,Полный день,"['python', 'linux', 'git', 'ооп', 'fastapi']",linux архитектура python flask django fastapi sqlalchemy ос linux git субд jira confluence ооп solid ddd cors мотивация ответственность самостоятельность руководитель
6942,86770131,Экспобанк,Младший аналитик,False,,,От 1 года до 3 лет,Полный день,['sql'],автоматизация отчётность моделирование отчётность отчётность sql визуализация sql excel python bi
6943,88763303,Точка,Data Engineer (Greenplum),True,,400000.0,От 3 до 6 лет,Удаленная работа,"['dwh', 'greenplum', 'oracle', 'clickhouse']",sql python oracle greenplum greenplum hadoop oracle hadoop clickhouse kafka airflow python архитектура etl postgresql oracle greenplum clickhouse python pyspark hadoop etl airflow kafka unix docker kubernetes gitlab ci cd
6944,88976172,Мособлгаз,Инженер аналитического управления,True,88740.0,119190.0,От 1 года до 3 лет,Полный день,"['sql', 'python']",bi отчётность прогнозирование документация тз коммуникация bi bi bi excel тестирование sql sql pgsql mysql python pandas numpy matplotlib визуализация ответственность страхование
6945,85851353,ОНИКС,Аналитик (офис),True,150000.0,,От 3 до 6 лет,Полный день,,закупка прогнозирование прогнозирование алгоритм ценообразование автоматизация алгоритм тз тестирование отчётность b2b управление sku sql планирование прогнозирование excel vba anaplan python тз отчётность
6946,85903305,СБЕР,"Инженер систем мониторинга, SRE",False,,,От 1 года до 3 лет,Полный день,,тестирование визуализация grafana python bash sql zabbix prometheus elk web api soap xml json rest unix pipeline jenkins ansible bitbucket openshift k8s pipeline jenkins ansible bitbucket jvm автоматизация ansible itil страхование страхование
6947,87424085,Деловые,Аналитик (руководитель группы),False,,,От 3 до 6 лет,Полный день,"['sql', 'аналитика', 'python']",руководитель отчётность автоматизация отчётность bi qlik прогнозирование excel bi sql
6948,87785418,Ozon,"Стажер-разработчик ETL, Отдел разработки Хранилища данных, Платформа данных",False,,,Нет опыта,Полный день,"['python', 'алгоритмы', 'sql', 'opencv', 'docker', 'vertica', 'kafka', 'субд', 'bash', 'etl']",стажёр etl логистика etl airflow python sql sql vertica greenplum clickhouse postgresql hadoop sql python алгоритм bash docker github
6949,88487850,VK,Продуктовый аналитик в мессенджер,False,,,От 3 до 6 лет,Полный день,"['sql', 'python']",sql sql clickhouse python pandas etl matplotlib python планирование bi
6950,53017754,Комус,Аналитик /Аналитик BI,False,,,От 3 до 6 лет,Гибкий график,"['python', 'tableau', 'jira', 'qlik']",bi sql python визуализация qlik tableau закупка визуализация sql python qlik tableau
6951,87838471,ProfiStaff,Разработчик Python (middle),False,,,От 1 года до 3 лет,Полный день,,python middle backend python git aiohttp django mongodb elasticsearch rabbitmq frontend docker python aiohttp django mongodb elasticsearch rabbitmq backend многопоточность api web архитектура
6952,86074381,ЦУМ,BI analyst,False,,,От 1 года до 3 лет,Полный день,['sql'],коммуникация bi автоматизация отчётность автоматизация визуализация excel sql python bi многозадачность внимательность
6953,86197874,РОСБАНК,Data Analyst /Портфельный риск-аналитик,False,,,От 1 года до 3 лет,Удаленная работа,"['python', 'sql', 'управление', 'руководитель']",управление sql python управление моделирование коммуникабельность страхование страхование электроника
6954,88265961,getmatch,Python-разработчик,True,,450000.0,От 3 до 6 лет,Полный день,['python'],python самостоятельность ответственность python python python
6955,88236057,ИНВИТРО,Junior Analyst Anaplan,False,,,От 1 года до 3 лет,Полный день,"['anaplan', 'python', 'sql', 'vba', 'cognos', 'excel']",anaplan anaplan anaplan agile бюджетирование планирование управление отчётность документация excel bi моделирование планирование моделирование моделирование планирование vba sql python моделирование cognos oracle sap страхование
6956,88006296,ГКУ,Python разработчик для LLM,False,,,От 1 года до 3 лет,Удаленная работа,"['sql', 'python', 'postgresql', 'llm']",python llm python архитектура sql postgresql sql llm llm llm etl руководитель руководитель
6957,88597740,WILDBERRIES,Data Analyst (Ads Platform),False,,,От 1 года до 3 лет,Полный день,"['sql', 'python', 'аналитика']",hoc dwh sql bi отчётность
6958,87522694,Ренессанс,Старший аналитик по формированию отчетности по банковским продуктам,False,,,От 1 года до 3 лет,Полный день,,отчётность sql python sql python отчётность автоматизация excel sql python отчётность hoc sql excel excel vba olap tableau python
6959,88578499,СБЕР,Backend developer (Python),False,,,От 3 до 6 лет,Полный день,['python'],api backend python golang postgresql api git jira confluence agile
6960,88904713,ЕСН,Аналитик данных,True,,100000.0,От 1 года до 3 лет,Полный день,"['sql', 'python', 'superset']",sql python superset bi визуализация
6962,87940929,X5,Разработчик DWH,False,,,От 1 года до 3 лет,Удаленная работа,,dwh etl sql pgsql архитектура dwh dwh архитектура sql greenplum postgresql python apache airflow документация ответственность git jira confluence страхование
6963,88239431,СБЕР,Reinforcement Learning Engineer в Центр Роботехники,False,,,От 3 до 6 лет,Полный день,,робототехника робототехника робототехника робототехника робототехника робототехника робототехника робототехника slam алгоритм алгоритм алгоритм python ci cd pytorch docker страхование
6964,85972372,ГКУ,Аналитик по работе с данными,False,,,От 1 года до 3 лет,Полный день,"['sql', 'python']",excel sql python r bi
6965,88171427,Maxiru,Senior Python developer | Питон разработчик,True,192706.0,275294.0,От 3 до 6 лет,Удаленная работа,"['python', 'celery', 'pipeline']",python jupiter english backend development jupiter celery english
6966,89040357,Газпромбанк,BI разработчик,False,,,От 3 до 6 лет,Полный день,,визуализация логистика etl bi субд кхд elk kafka etl субд sql python визуализация bi субд postgresql sql oracle etl python jira confluence bi powerbi apache superset
6967,83202028,МФТИ,Разработчик Python (backend),True,200000.0,250000.0,От 3 до 6 лет,Полный день,"['python', 'sql', 'git', 'ооп', 'postgresql']",моделирование моделирование python django python django postgresql rest архитектура ооп администрирование linux python django postgresql jira confluence gitlab
6968,85586647,Лига,Python разработчик,False,,,От 3 до 6 лет,Полный день,['python'],python автоматизация hadoop greenplum управление управление hadoop greenplum linux python ооп sql ansible rest http linux jenkins groovy python sqlalchemy
6969,88394190,La,"Ведуший Аналитик, Senior Customer Engagement & Retention Officer (CRM)",True,278400.0,,От 1 года до 3 лет,Удаленная работа,,управление тестирование управление adobe excel powerbi sql документация коммуникация python
6970,88843526,Selecty,Аналитик данных,False,,,От 3 до 6 лет,Полный день,,senior c отчётность hoc excel формула sql python управление crm
6971,89049345,Россельхозбанк,Исполнительный директор Центра компетенций по расчету резервов,False,,,От 1 года до 3 лет,Полный день,"['sql', 'python', 'sas']",мсфо мсфо прогнозирование мсфо автоматизация мсфо мсфо sql python страхование
6972,78564408,СБЕР,Data engineer,False,,,От 1 года до 3 лет,Полный день,"['python', 'hadoop', 'spark', 'dwh']",отчётность dwh hadoop oracle teradata алгоритм hadoop apache spark etl sql python pandas numpy hadoop hive spark моделирование api python numpy scipy xgboost автоматизация git jira confluence agile devops документация
6973,88383578,Лига,Python разработчик,False,,,От 3 до 6 лет,Полный день,,python прогнозирование api прогнозирование python pandas numpy docker git django sanic aiohttp kafka rabbitmq postgresql архитектура
6974,86453885,ЛУКОЙЛ,Менеджер по маркетинговым исследованиям со знанием SQL/Python,False,,,От 1 года до 3 лет,Полный день,,автоматизация sql python закупка sql python
6975,88366198,Иннотех,Scala/Spark Developer,False,,,От 1 года до 3 лет,Полный день,,архитектура agile spark scala airflow elk kubernetes maven teamcity jira confluence spark spark архитектура ci cd sql python openshift kubernetes prometheus grafana
6976,81042814,СБЕР,IT Аудитор (УБД),False,,,От 1 года до 3 лет,Полный день,"['python', 'oracle']",управление аудит автоматизация управление администрирование субд архитектура аудит субд документация аудит администрирование субд автоматизация аудит python shell unix администрирование субд oracle nosql
6977,87737028,ИЦ,Разработчик-алгоритмист,False,,,От 1 года до 3 лет,Удаленная работа,"['sql', 'python']",
6978,88361847,Фаворит,Разработчик облачных продуктов,True,,230000.0,От 1 года до 3 лет,Полный день,,управление python ci cd управление ansible terraform http json json rest api управление
6979,84506234,Национальная,Ведущий аналитик,False,,,От 1 года до 3 лет,Полный день,,отчётность статистика sql sql excel python визуализация моделирование ответственность внимательность
